ltr,tbl,dy,de,bm,tms,dfy,dfr,infl,ntis,ret
0.0402,0.0706,0.03948,0.558926,0.498506,0.0152,0.0132,-0.0117,0.002247,0.00091,0.064561
0.0187,0.0674,0.037509,0.566354,0.484497,0.017,0.0138,-0.002,0,-0.001846,0.027987
0.013,0.0622,0.036624,0.570292,0.466308,0.0215,0.0141,0.002,0.005979,0.000722,0.045001
0.003,0.0594,0.035187,0.57428,0.44272,0.0247,0.0124,0.0091,0.001486,0.001247,0.071565
0.0038,0.0591,0.032991,0.578319,0.457126,0.0253,0.0116,0.007,0.001484,0.003251,0.024354
0.014,0.0565,0.032307,0.593359,0.46124,0.0272,0.0108,-0.0002,0.001481,0.00573,0.002268
0,0.0546,0.032329,0.60917,0.439967,0.0299,0.01,0.0039,0.002959,0.006982,0.04293
-0.0063,0.0557,0.03116,0.625811,0.458244,0.0303,0.0095,0.0045,0.00295,0.014247,-0.045357
0.0157,0.0558,0.032842,0.645639,0.440357,0.0292,0.0089,0.001,0.001471,0.014836,0.046526
0.034,0.0533,0.031542,0.666612,0.43764,0.0285,0.009,-0.0065,0.002937,0.017331,0.023885
0.0303,0.0522,0.031042,0.688833,0.441532,0.0268,0.009,-0.0032,0.004392,0.023289,-0.016861
0.0054,0.0499,0.031586,0.712129,0.434003,0.0292,0.0094,-0.0011,0.001458,0.025509,0.013458
0.0082,0.0456,0.031155,0.737158,0.460154,0.0333,0.0097,0.0024,0.002911,0.03069,-0.040214
0.0581,0.0407,0.032522,0.76412,0.420344,0.0323,0.0095,-0.0145,0.000726,0.031812,0.114089
-0.0324,0.038,0.029354,0.763141,0.41323,0.0396,0.0093,0.0151,0.00145,0.031941,-0.018348
0.0051,0.0384,0.030049,0.762172,0.407631,0.0393,0.0094,0.0045,0.003621,0.033556,0.012865
-0.0094,0.0404,0.029862,0.761211,0.402106,0.0393,0.009,0.0021,0.005051,0.041901,-0.01947
0.0016,0.0375,0.030525,0.747886,0.387303,0.0428,0.0088,0,0.001436,0.038662,0.028614
0.0243,0.0363,0.029694,0.735017,0.382999,0.0418,0.0085,0.0011,0.001434,0.037175,0.00485
0.02,0.0366,0.029662,0.722581,0.392042,0.0399,0.0083,-0.0044,0.003579,0.043077,-0.01503
0.0398,0.0321,0.030247,0.710299,0.383349,0.0405,0.0077,-0.009,0.00214,0.041495,0.040924
0.0067,0.0313,0.02916,0.698475,0.399405,0.0412,0.007,0.0023,0.002847,0.04305,-0.020615
0.0185,0.0291,0.029937,0.687084,0.397657,0.0419,0.007,-0.0086,0.002839,0.041138,0.01134
-0.0198,0.0286,0.029659,0.673826,0.403251,0.0455,0.0085,0.0042,0.003539,0.041096,0.004796
0.001,0.0313,0.029589,0.661064,0.393626,0.0435,0.0086,0.0059,0.00141,0.037987,0.033794
0.0246,0.0322,0.028712,0.648769,0.39411,0.0404,0.0083,-0.0018,-0.000704,0.038829,0.01338
0.028,0.03,0.028497,0.642003,0.393048,0.0425,0.0076,-0.003,0.004933,0.041754,0.007282
0.0354,0.0293,0.028369,0.635409,0.38596,0.0405,0.0068,-0.0098,0.003506,0.040728,0.013526
0.0021,0.0295,0.028145,0.628982,0.333614,0.0407,0.0057,0.0004,0.003494,0.037106,0.021202
0.0072,0.0287,0.027661,0.635164,0.33435,0.0414,0.0068,-0.002,0.002786,0.039813,-0.024519
0.0047,0.0296,0.028416,0.641453,0.324882,0.0405,0.0078,-0.0027,0.001389,0.040255,0.026259
0.0449,0.0307,0.027817,0.647853,0.325931,0.0361,0.0074,-0.0156,0.001387,0.041154,0.003466
0.0191,0.0304,0.027793,0.63594,0.323777,0.0352,0.0076,-0.0091,0,0.041008,-0.004593
0.0434,0.0302,0.027939,0.624456,0.313865,0.0321,0.0075,-0.0147,0.00277,0.040193,0.037431
0.0005,0.0295,0.027006,0.613376,0.322352,0.0332,0.0068,0.0038,0.002072,0.041841,-0.007582
0.0096,0.0302,0.027321,0.599825,0.311363,0.0321,0.0064,-0.0045,0.004135,0.040367,0.019884
-0.0259,0.031,0.026842,0.586898,0.311079,0.0341,0.0073,0.0071,0.000686,0.043838,-0.008655
0.002,0.0306,0.027235,0.574555,0.305267,0.0348,0.0076,0.0047,0,0.045727,0.012646
0.0257,0.0298,0.027056,0.569424,0.288059,0.0339,0.0073,-0.0055,0.002743,0.043671,0.033429
-0.045,0.0325,0.026294,0.564418,0.299059,0.0357,0.0068,0.0164,0.00342,0.045041,-0.027161
-0.0395,0.035,0.027202,0.559533,0.307484,0.0375,0.0065,0.0012,0.003408,0.041905,-0.043456
-0.015,0.0368,0.028601,0.541617,0.303665,0.0377,0.0064,0.0053,0.001359,0.039846,0.012817
-0.0082,0.0414,0.02837,0.524921,0.297469,0.0345,0.0063,0.002,0.000678,0.039641,0.016309
-0.01,0.0414,0.028115,0.509325,0.308417,0.036,0.0068,0.0019,0.00339,0.033996,-0.024762
0.0363,0.0433,0.028956,0.496501,0.296985,0.0313,0.0069,-0.0054,0.002703,0.031211,0.032714
-0.0086,0.0448,0.028137,0.48436,0.285684,0.0313,0.0067,0.0055,0.004043,0.028707,0.041341
-0.0331,0.0462,0.027178,0.47285,0.290905,0.0338,0.0064,0.0066,0.002685,0.029003,-0.02394
-0.0025,0.0495,0.028107,0.457612,0.286071,0.0314,0.0063,-0.0025,0.000669,0.026,0.022622
0.0066,0.0529,0.027708,0.443499,0.298993,0.0279,0.0064,-0.0048,0.001338,0.022917,-0.036248
0.0161,0.056,0.029029,0.430392,0.291568,0.0239,0.0064,-0.0004,0,0.016594,0.014955
0.0273,0.0571,0.028676,0.42144,0.290854,0.0209,0.0062,-0.0017,0.004008,0.015093,0.026
0.0287,0.0577,0.027996,0.412853,0.27873,0.0181,0.0059,0.0002,0.003992,0.014532,0.039228
0.0091,0.0573,0.027021,0.404608,0.313877,0.0182,0.0058,0.0004,0.003313,0.014389,0.029334
0.0169,0.0565,0.02643,0.398885,0.301995,0.018,0.0057,0.0006,0.003303,0.013012,0.029395
0.079,0.0567,0.025835,0.393373,0.292264,0.011,0.0055,-0.0159,0.001975,0.010744,0.039809
0.0139,0.0547,0.025049,0.388063,0.28643,0.0123,0.006,-0.006,0.001971,0.008275,0.024155
-0.0168,0.0542,0.024658,0.387322,0.27716,0.0149,0.0063,0.0067,0,0.007061,0.033405
0.0236,0.054,0.024025,0.386592,0.283046,0.0134,0.0062,-0.0022,0.002623,0.009121,0.003502
0.0175,0.0528,0.02416,0.385873,0.272495,0.0135,0.0061,-0.0022,0.001962,0.006379,0.042102
0.0294,0.0528,0.02335,0.392427,0.27442,0.0113,0.0063,-0.0109,0.003264,0.012221,-0.003442
0.0249,0.0536,0.023589,0.399137,0.257169,0.0087,0.0066,-0.0007,-0.000651,0.016871,0.044179
0.0272,0.0514,0.022776,0.406007,0.255026,0.0089,0.0067,-0.0044,-0.000651,0.015527,0.017643
-0.0011,0.05,0.022557,0.408788,0.241877,0.0109,0.0066,0.0025,0.005863,0.016128,0.034861
-0.0483,0.0483,0.02201,0.411564,0.237895,0.0176,0.0064,0.011,0.003238,0.016801,0.010088
-0.021,0.0496,0.022023,0.414336,0.2393,0.0188,0.0068,0.008,0.005165,0.016892,0.009585
-0.0165,0.0495,0.021937,0.412477,0.240076,0.0211,0.0069,0.0005,0.003854,0.021122,0.015133
-0.0054,0.0502,0.021732,0.410649,0.236924,0.0215,0.0068,0.0059,0.001919,0.026419,0.025257
0.0203,0.0509,0.021331,0.408851,0.236444,0.0194,0.0069,-0.0031,0.000639,0.027216,0.004128
0.0018,0.0515,0.021477,0.408335,0.24182,0.0192,0.007,-0.0008,0.001914,0.031137,-0.044444
-0.0139,0.0505,0.022711,0.407829,0.238061,0.0221,0.0072,0.0069,0.001911,0.030886,0.021928
0.029,0.0509,0.022491,0.407333,0.227297,0.0195,0.0069,-0.0031,0.003179,0.029581,0.056035
0.0404,0.0499,0.021449,0.399413,0.221748,0.0172,0.0068,-0.0043,0.003169,0.025656,0.026798
0.0351,0.0503,0.021014,0.391874,0.205008,0.014,0.0069,-0.0088,0.001895,0.022067,0.076441
-0.0256,0.0491,0.019681,0.384689,0.207343,0.0182,0.0069,0.007,0,0.024126,-0.019798
-0.0079,0.0503,0.020186,0.381113,0.19624,0.0186,0.0067,0.0051,0.003153,0.024407,0.062827
0.0005,0.0501,0.019087,0.377628,0.194395,0.0193,0.0063,0.0023,0.003143,0.022911,0.007752
-0.0252,0.0514,0.019042,0.37423,0.21478,0.0209,0.0063,0.0031,0.002506,0.021149,-0.041688
0.0255,0.0516,0.019935,0.374114,0.201741,0.0189,0.0061,-0.0071,0.00125,0.016945,0.060274
0.0097,0.0505,0.018877,0.373999,0.192879,0.0196,0.0062,0.0031,-0.000624,0.013264,0.061401
0.0195,0.0493,0.017873,0.373884,0.184288,0.0195,0.0061,-0.0008,0.001249,0.010847,0.044103
0.0626,0.0505,0.017193,0.375021,0.171965,0.0132,0.0061,-0.0098,0.001248,0.011593,0.080388
-0.0317,0.0514,0.016007,0.376155,0.185505,0.0158,0.006,0.0077,0.001869,0.012877,-0.054975
0.0316,0.0495,0.017047,0.377288,0.177968,0.0154,0.0055,-0.009,0.002488,0.014634,0.053886
0.0341,0.0497,0.016244,0.381512,0.190001,0.0126,0.0057,-0.015,0.002481,0.016263,-0.032605
0.0148,0.0514,0.016884,0.385801,0.180746,0.01,0.0055,-0.0047,-0.000619,0.015667,0.046321
0.0184,0.0516,0.01622,0.390156,0.178801,0.0086,0.0056,-0.0021,-0.001238,0.015559,0.017147
0.02,0.0504,0.016019,0.391957,0.17884,0.0085,0.0058,-0.0063,0.00186,0.01374,0.011994
-0.0072,0.0509,0.015907,0.393763,0.165463,0.009,0.0058,0.0065,0.001856,0.012056,0.071956
0.0025,0.0503,0.014906,0.395574,0.18114,0.0099,0.006,0.0013,0.001853,0.016489,0.051336
0.0026,0.0495,0.01429,0.400102,0.175873,0.0109,0.0064,0.0027,0.00185,0.016405,0.011275
0.0182,0.05,0.014254,0.404673,0.179102,0.0092,0.0061,-0.0015,0.001846,0.019075,-0.017674
0.0228,0.0498,0.014622,0.409289,0.178061,0.0078,0.006,-0.0113,0.001229,0.024011,0.04097
-0.004,0.0496,0.014124,0.414057,0.179438,0.0088,0.006,-0.0016,0.001227,0.025354,-0.010109
0.0465,0.049,0.014347,0.418897,0.211432,0.0057,0.0062,-0.0376,0.001225,0.028519,-0.143124
0.0395,0.0461,0.016863,0.423812,0.203248,0.0056,0.0069,0.0018,0.001224,0.024083,0.063176
-0.0218,0.0396,0.01589,0.425683,0.185519,0.0144,0.0081,0.0028,0.002445,0.02074,0.080111
0.0097,0.0441,0.014725,0.427566,0.174847,0.0094,0.0093,0.0173,0,0.022004,0.062164
-0.0032,0.0439,0.013918,0.429462,0.173611,0.0103,0.0101,0.0042,-0.00061,0.020057,0.059673
0.0121,0.0434,0.013244,0.429165,0.170321,0.0102,0.0105,0.0002,0.002441,0.015588,0.0428
-0.052,0.0444,0.012788,0.428872,0.171277,0.0143,0.0099,0.0119,0.001217,0.018447,-0.031935
-0.0008,0.0444,0.013283,0.428583,0.172897,0.0148,0.0091,0.001,0.00304,0.020668,0.038979
0.0021,0.0429,0.012787,0.418968,0.156826,0.0165,0.0084,-0.0045,0.007273,0.025181,0.037559
-0.0185,0.045,0.012319,0.409774,0.160231,0.0165,0.0079,0.0009,0,0.025897,-0.023159
-0.0078,0.0457,0.012634,0.400975,0.154227,0.017,0.0079,-0.0082,0,0.018869,0.054431
-0.0077,0.0455,0.012029,0.393151,0.158796,0.0184,0.0076,-0.0036,0.003008,0.01937,-0.03022
-0.0053,0.0472,0.012476,0.385683,0.156243,0.0177,0.0075,0.0027,0.0024,0.018881,-0.005004
0.0084,0.0468,0.012603,0.378549,0.163684,0.0178,0.0081,0.0009,0.004788,0.02038,-0.028079
-0.0012,0.0486,0.012987,0.367213,0.157691,0.0165,0.0083,0.0059,0.001787,0.020445,0.064238
-0.0061,0.0507,0.012235,0.356557,0.155546,0.0155,0.0079,0.0037,0.000595,0.01828,0.020822
-0.0155,0.052,0.012018,0.346523,0.147167,0.0162,0.0064,0.0053,0,0.017889,0.062579
0.0228,0.0532,0.011377,0.340458,0.154654,0.0134,0.0055,-0.0249,0.002971,0.025359,-0.04963
0.0264,0.0555,0.012004,0.334617,0.167056,0.0091,0.0061,-0.0172,0.005924,0.027419,-0.017458
0.0367,0.0569,0.012267,0.328989,0.149974,0.0049,0.0069,-0.0198,0.008245,0.018291,0.098488
-0.0076,0.0566,0.011172,0.326538,0.1526,0.0064,0.0076,-0.0039,0.000584,0.011945,-0.031583
-0.0054,0.0579,0.011514,0.324117,0.155669,0.0061,0.0091,-0.0107,0.001168,0.009179,-0.022304
0.0244,0.0569,0.011758,0.321726,0.156778,0.0053,0.0081,0.0082,0.005248,0.007124,0.026219
0.0173,0.0596,0.011402,0.315825,0.155674,0.0015,0.007,0.0006,0.00232,0.004712,-0.012795
0.024,0.0609,0.011508,0.310055,0.146053,-0.0015,0.0071,-0.0105,0,0.004675,0.062594
-0.0157,0.06,0.010771,0.304413,0.153789,0.0012,0.0073,0.0203,0.005208,0.004469,-0.052088
0.0187,0.0611,0.011362,0.311086,0.149301,-0.0011,0.0079,-0.0142,0.001727,0.003744,-0.00412
0.0319,0.0617,0.011401,0.318081,0.157281,-0.0041,0.0083,-0.0056,0.000575,0.001157,-0.078268
0.0243,0.0577,0.012374,0.32542,0.151852,-0.0019,0.0081,0.0027,-0.000574,-0.002262,0.00572
0.0005,0.0515,0.012249,0.333574,0.15045,0.0047,0.0078,0.0354,0.006322,-0.003193,0.032372
0.0191,0.0488,0.011766,0.342256,0.15607,0.0061,0.0077,-0.0064,0.003998,-0.006856,-0.090952
-0.0074,0.0442,0.012882,0.351518,0.133114,0.0117,0.0086,0.0045,0.002275,-0.005213,-0.063706
-0.0313,0.0387,0.013683,0.373087,0.122497,0.0206,0.0087,0.0185,0.003973,-0.002543,0.077824
0.0037,0.0362,0.012631,0.39779,0.12051,0.0232,0.0078,0.0095,0.004522,-0.000248,0.006859
0.0085,0.0349,0.012491,0.426366,0.125209,0.0241,0.0079,-0.003,0.001688,0.005041,-0.024505
0.0376,0.0351,0.012825,0.462342,0.124967,0.021,0.0084,-0.0015,-0.002809,0.007914,-0.009317
0.0206,0.0336,0.012978,0.50485,0.132164,0.021,0.0083,-0.005,0,0.009918,-0.063435
0.0081,0.0264,0.013882,0.555846,0.148629,0.0278,0.0086,-0.0233,0.004507,0.008653,-0.080361
0.0464,0.0216,0.015118,0.580642,0.144901,0.029,0.0088,-0.0027,-0.003365,0.010749,0.01954
-0.0471,0.0187,0.014851,0.607749,0.133481,0.0366,0.0084,0.0283,-0.001688,0.011162,0.078787
-0.0183,0.0169,0.013814,0.637505,0.131218,0.0406,0.0128,0.0093,-0.003946,0.013465,0.009051
0.0138,0.0165,0.013707,0.637284,0.132561,0.0404,0.0132,0.0037,0.002264,0.011191,-0.014324
0.0115,0.0172,0.013921,0.637063,0.130119,0.0391,0.0138,0.0015,0.003953,0.012499,-0.019481
-0.0436,0.0179,0.014213,0.636842,0.236833,0.0425,0.013,0.0141,0.005624,0.013759,0.037572
0.041,0.0171,0.013799,0.623838,0.247732,0.0404,0.0127,-0.0157,0.005593,0.015107,-0.061001
0.0015,0.0173,0.014798,0.611512,0.248256,0.0405,0.0134,0.0098,0,0.022277,-0.0078
0.0187,0.017,0.01503,0.599813,0.266573,0.0396,0.0132,-0.0114,0.000556,0.027523,-0.071349
0.0303,0.0168,0.016123,0.57324,0.282032,0.0376,0.0137,-0.0209,0.001112,0.028441,-0.073987
0.0464,0.0162,0.017418,0.548687,0.284412,0.0348,0.0121,-0.0012,0.003331,0.024748,0.007061
0.0417,0.0163,0.017246,0.525932,0.324555,0.0317,0.0125,-0.0087,0.00166,0.029299,-0.108965
-0.0294,0.0158,0.019491,0.543766,0.293437,0.035,0.0141,0.0054,0.001657,0.025671,0.088599
-0.0122,0.0123,0.018044,0.562626,0.276975,0.0398,0.0131,0.0252,0,0.022908,0.059019
0.0507,0.0119,0.017167,0.582602,0.295386,0.0365,0.0124,-0.0146,-0.002206,0.025736,-0.058834
-0.0106,0.0117,0.018326,0.565754,0.305942,0.0378,0.0118,0.0127,0.004422,0.028289,-0.026579
0.0329,0.0117,0.018901,0.549949,0.312251,0.0355,0.0111,-0.0065,0.007705,0.027919,-0.015246
-0.0135,0.0113,0.019288,0.535092,0.286118,0.0373,0.0106,0.0055,0.006008,0.024099,0.010308
0.0102,0.0113,0.019105,0.510694,0.269654,0.0368,0.0111,0.0127,-0.002172,0.019967,0.082774
0.0592,0.0107,0.017651,0.488373,0.258376,0.0329,0.0116,-0.0121,-0.001632,0.006448,0.053251
-0.0154,0.0092,0.016776,0.467873,0.254488,0.036,0.0122,0.0011,0.00109,0.001262,0.012816
-0.0982,0.009,0.016732,0.454272,0.247643,0.0452,0.0113,0.0101,0.001089,0.000272,0.017932
0.0166,0.0095,0.016607,0.441652,0.242856,0.0437,0.0113,0.0053,0.003806,0.002917,0.019597
0.0546,0.0094,0.016454,0.429912,0.246542,0.0396,0.0107,-0.0043,0.00325,0.007323,-0.010737
-0.0283,0.0092,0.016921,0.401565,0.233309,0.0426,0.0103,0.008,-0.00108,0.007211,0.05556
-0.0027,0.0093,0.016292,0.377451,0.233754,0.0426,0.0101,0.0079,-0.002703,0.010001,0.009259
0.0139,0.009,0.016429,0.356689,0.21874,0.0421,0.0098,0,-0.001084,0.006946,0.05178
0.0187,0.0088,0.015827,0.353184,0.218028,0.0411,0.009,0,0.004883,0.006887,0.019078
0.023,0.0093,0.015746,0.34983,0.216053,0.039,0.0077,-0.0052,0.0054,0.009361,0.014403
0.0141,0.0094,0.015742,0.346615,0.281731,0.038,0.0078,-0.0023,0.006445,0.012282,-0.014982
-0.0588,0.0094,0.016175,0.341243,0.285372,0.0437,0.0073,0.0054,0.003202,0.013766,-0.015584
-0.0051,0.0102,0.016625,0.336141,0.286412,0.0437,0.0071,-0.002,0.005851,0.01633,0.013629
0.0121,0.0127,0.016599,0.331291,0.279632,0.0405,0.0077,-0.0028,0.003173,0.014491,0.019488
0.0155,0.0133,0.016469,0.331434,0.287788,0.039,0.008,0.0029,-0.001581,0.014721,-0.032954
0.0395,0.0148,0.017224,0.331574,0.286821,0.0345,0.0081,0,0.000528,0.014279,0.003807
0.0096,0.0165,0.017354,0.331712,0.289485,0.0323,0.0081,0.0005,0.002111,0.009132,0.010817
0.0154,0.0176,0.017276,0.331828,0.29101,0.0302,0.0074,0.001,0.005266,0.007429,0.014973
-0.0234,0.0207,0.01712,0.331944,0.279832,0.0295,0.0068,0.0034,0.000524,0.012177,0.040559
0.025,0.0219,0.016563,0.332058,0.270619,0.0265,0.0068,0.0007,-0.003665,0.013002,0.033734
0.03,0.0233,0.016258,0.333346,0.27818,0.0232,0.0066,-0.0023,0.002102,0.013545,-0.023824
-0.0128,0.0254,0.0169,0.334611,0.271041,0.0225,0.0062,0.0016,0.005768,0.011758,0.021152
-0.0072,0.0274,0.016804,0.335852,0.319857,0.0214,0.0066,-0.0053,0.007821,0.009097,-0.01724
0.0373,0.0278,0.017329,0.334105,0.329624,0.0183,0.0072,-0.0046,0.006725,0.007936,-0.018926
0.0297,0.0284,0.017886,0.332414,0.320966,0.0156,0.0086,-0.0002,-0.001028,0.004777,0.031994
0.0167,0.0297,0.017562,0.330778,0.326979,0.0132,0.009,-0.0026,0.000514,0.005366,0.001717
-0.0288,0.0322,0.017717,0.328105,0.315734,0.0134,0.0089,0.0044,0.004627,0.00448,0.037364
0.0333,0.0344,0.01725,0.32552,0.320533,0.0088,0.0087,-0.01,0.005118,0.005405,-0.009159
-0.0338,0.0342,0.017594,0.323018,0.317892,0.0122,0.009,0.0028,0.01222,0.006716,0.008067
-0.0196,0.0371,0.017675,0.321339,0.321808,0.0113,0.0095,-0.0008,0.002012,0.005749,-0.015672
0.0076,0.0388,0.0182,0.319716,0.310914,0.0093,0.0097,0.0023,-0.008032,0.005768,0.038289
0.0267,0.0389,0.01778,0.318144,0.313478,0.0072,0.0095,-0.0042,-0.004049,0.003059,-0.00006
-0.0118,0.0424,0.017949,0.316564,0.309226,0.005,0.0095,0.0025,0.007622,-0.000446,0.026442
0.0238,0.0443,0.017651,0.315025,0.30561,0.0014,0.0092,-0.011,0.002017,0.002038,0.002425
-0.0539,0.0451,0.017791,0.313527,0.316009,0.0056,0.0088,0.0135,0.005536,0.002152,0.012909
-0.0247,0.046,0.017764,0.313902,0.308842,0.0072,0.0084,0.0023,0.008509,-0.003473,0.012064
0.001,0.0472,0.017716,0.31427,0.31434,0.0063,0.008,-0.003,0.004963,-0.002657,-0.028319
0.0092,0.0479,0.018453,0.314633,0.31485,0.0052,0.0089,-0.0053,0.001975,-0.002195,0.001587
0.0199,0.0495,0.018624,0.311887,0.313852,0.0023,0.0091,0.0038,0.002957,-0.002363,0.005571
0.0299,0.0496,0.018702,0.309239,0.308462,0,0.0091,0.0062,0.001966,-0.008474,0.02415
0.017,0.0481,0.018481,0.306682,0.300593,0.0003,0.0092,0.0013,-0.004904,-0.009493,0.026487
0.0077,0.0492,0.018235,0.306206,0.290599,-0.0011,0.0091,0.005,-0.005421,-0.008935,0.032527
0.0207,0.0494,0.017868,0.305741,0.287242,-0.0027,0.0087,0.0039,-0.001487,-0.015111,0.018385
-0.0236,0.0485,0.017766,0.305288,0.281682,0.0006,0.009,0.0004,0.001489,-0.015037,0.013768
-0.0102,0.0498,0.017688,0.305732,0.278144,0.0004,0.0094,0.0051,0.003053,-0.013987,0.015313
0.0335,0.0503,0.017584,0.30617,0.286148,-0.0026,0.0089,-0.0048,0.00535,-0.015141,-0.019288
-0.0145,0.0494,0.018122,0.306603,0.26905,-0.0001,0.0097,-0.0086,0.009106,-0.012486,0.010894
0.0085,0.0487,0.018101,0.307132,0.254456,0.0002,0.0092,0.0055,0.006496,-0.008912,0.043991
-0.02,0.0473,0.017502,0.307655,0.243911,0.0037,0.0092,0.0022,0.006111,-0.010283,0.034459
-0.0091,0.0461,0.017098,0.30817,0.247896,0.006,0.0091,-0.0057,0.001938,-0.011064,-0.01662
0.0284,0.0482,0.017587,0.319261,0.251585,0.0019,0.0092,-0.0316,-0.000254,-0.015262,-0.031197
0.0199,0.042,0.018353,0.330932,0.24884,0.0067,0.0086,-0.0047,-0.001834,-0.012198,0.015094
0.0012,0.0389,0.018303,0.343228,0.239207,0.01,0.0085,0.0123,0.002756,-0.013015,0.037468
0.0155,0.039,0.017835,0.365687,0.238617,0.009,0.0082,-0.0067,0.002139,-0.017955,0.01736
0.0468,0.0327,0.017737,0.39079,0.24858,0.0118,0.0096,-0.0389,0.00594,-0.025159,-0.041382
-0.0029,0.03,0.018723,0.419034,0.250583,0.015,0.0116,0.0057,-0.000671,-0.040637,-0.006116
0.0213,0.0275,0.019016,0.434579,0.262754,0.0161,0.0121,-0.0196,0.004971,-0.043179,-0.061166
0.0018,0.0212,0.020392,0.451086,0.270979,0.0226,0.0129,-0.0089,0.002904,-0.049608,-0.031419
0.0106,0.0126,0.02127,0.468648,0.254058,0.0306,0.0138,-0.0165,0.008668,-0.051832,-0.0034
-0.0288,0.0129,0.0215,0.495587,0.243015,0.0329,0.0142,0.0379,0.006065,-0.048845,0.048629
-0.0164,0.0173,0.020623,0.525505,0.246511,0.0302,0.0136,-0.0113,0.008421,-0.045462,0.012986
0.022,0.0186,0.020503,0.558925,0.274491,0.0274,0.0139,-0.0281,0.010077,-0.047377,-0.082842
-0.0025,0.0163,0.022468,0.580254,0.273816,0.0302,0.0149,-0.0084,0.005251,-0.046932,-0.007306
0.0242,0.0172,0.022729,0.603197,0.269889,0.0277,0.0151,-0.0121,-0.003992,-0.046333,0.014955
0.0112,0.0113,0.022492,0.627943,0.287124,0.033,0.0166,-0.0975,-0.001383,-0.048923,-0.085467
-0.0383,0.0067,0.024605,0.806284,0.334099,0.0411,0.026,-0.0067,-0.010101,-0.055954,-0.16698
0.1443,0.0019,0.029463,1.131,0.352867,0.0353,0.0309,-0.0269,-0.019153,-0.05278,-0.073512
0.0967,0.0003,0.031673,1.907728,0.354984,0.03,0.0338,0.0593,-0.010342,-0.024498,0.011995
-0.1124,0.0013,0.03101,2.29462,0.389393,0.0381,0.0309,0.0175,0.004352,-0.025056,-0.082615
-0.0056,0.003,0.033458,2.898497,0.441103,0.0371,0.0281,-0.0252,0.004973,-0.024927,-0.103588
0.0641,0.0021,0.037077,3.973032,0.446141,0.0334,0.0292,-0.0659,0.002432,-0.037427,0.087634
-0.0649,0.0016,0.033466,3.773151,0.415597,0.0394,0.03,0.0619,0.002496,-0.030993,0.09423
-0.0248,0.0018,0.029958,3.585146,0.399355,0.0414,0.0252,0.0737,0.002889,-0.024349,0.05464
0.0083,0.0018,0.027846,3.407989,0.401876,0.0411,0.0189,0.0267,0.00859,-0.022097,0.002476
0.0019,0.0018,0.027226,2.724565,0.370126,0.0412,0.0168,0.0546,-0.001586,-0.013782,0.074482
0.0231,0.0017,0.024776,2.252102,0.357472,0.0398,0.0132,0.0004,0.002243,-0.007921,0.034751
0.0176,0.0012,0.023418,1.905981,0.349521,0.0391,0.0118,0.0097,0.000625,-0.000014,0.036534
-0.0171,0.0007,0.022139,0.923169,0.349505,0.0413,0.0114,0.0187,0.000963,0.003198,-0.018259
0.0208,0.0005,0.022104,0.600201,0.328149,0.0401,0.0113,-0.0164,0.000708,0.007532,0.060257
-0.0584,0.0005,0.020449,0.439572,0.325531,0.0453,0.0111,0.0309,-0.001761,0.010594,0.018983
0.0264,0.0006,0.019943,0.409615,0.337195,0.043459,0.0099,-0.016811,0.003417,0.01341,-0.035751
0.0032,0.0011,0.020553,0.383111,0.328771,0.042971,0.0099,0.000726,0.000249,0.013932,0.030424
-0.0179,0.0015,0.019832,0.359495,0.381878,0.044278,0.01,0.022384,0.004106,0.02639,0.061014
0.0304,0.0016,0.018768,0.34846,0.376606,0.042136,0.0096,0.005344,0.001737,0.026651,0.015977
0.0437,0.0016,0.018533,0.338123,0.409003,0.039081,0.0109,-0.048787,0.000775,0.02572,-0.080111
0.0446,0.0012,0.020228,0.32842,0.424177,0.036407,0.0135,0.007381,-0.000976,0.018776,-0.053525
0.0024,0.0016,0.021483,0.322367,0.396134,0.036058,0.0129,0.014542,0.000211,0.015557,0.070451
0.0702,0.0016,0.020196,0.316588,0.413982,0.031108,0.0117,-0.022894,0.001381,0.011218,-0.045434
-0.0153,0.0015,0.021302,0.311063,0.384306,0.032563,0.0113,0.000935,0.000582,0.003338,0.090383
-0.0317,0.0013,0.019697,0.305039,0.372887,0.035416,0.0104,0.011464,0.001245,0.007232,0.038726
-0.0137,0.0014,0.019103,0.299307,0.376695,0.036626,0.0105,0.007999,0.000421,0.014798,-0.000051
-0.0388,0.0014,0.019253,0.293846,0.3581,0.039978,0.0108,0.035195,0.001718,0.012612,0.067054
-0.0196,0.0015,0.018259,0.29189,0.348632,0.0417,0.0105,-0.0002,0.004763,0.015368,0.023349
0.0113,0.0013,0.018036,0.289999,0.339097,0.0413,0.0093,0.0044,0.004931,0.015918,0.032508
-0.0006,0.001,0.017654,0.288169,0.35427,0.0419,0.009,-0.0066,0.009751,0.012476,0.000625
0.0199,0.0006,0.017901,0.288868,0.340697,0.041,0.0086,0.004,0.006439,0.00938,0.029441
0.0355,0.0004,0.017628,0.289552,0.347222,0.0387,0.0082,-0.0098,0.004704,0.009117,-0.011313
-0.0179,0.0004,0.018095,0.290223,0.35157,0.0405,0.0076,-0.0031,-0.001071,0.011734,-0.016545
0.0422,0.0004,0.018643,0.289977,0.359419,0.0374,0.0083,0.0051,0.000886,0.012371,-0.019828
0.0862,0.0002,0.019269,0.289737,0.375813,0.0313,0.0099,-0.0622,0.002758,0.012727,-0.054323
