ltr,tbl,dy,de,bm,tms,dfy,dfr,infl,ntis,ret
0.0056,0.0116,0.063051,0.406114,0.840948,0.0121,0.0074,0.0075,-0.004132,0.015015,0.035952
0.0082,0.0117,0.062281,0.408046,0.832403,0.0116,0.0075,-0.0044,-0.004149,0.013298,0.002676
0.0049,0.0117,0.063294,0.409929,0.861551,0.0114,0.0074,-0.0011,-0.008333,0.017219,-0.031639
0.0074,0.0117,0.067031,0.411765,0.90175,0.011,0.0077,-0.0067,0,0.014659,0.033981
0.0011,0.0117,0.065958,0.4162,0.9175,0.011,0.0075,0.0012,0.004202,0.015289,-0.018691
0.0019,0.0117,0.068295,0.420615,0.948563,0.011,0.0074,0.0019,-0.004184,0.016901,-0.029423
0.0167,0.0117,0.071882,0.425,0.953888,0.01,0.0076,-0.0083,0.004202,0.016812,0.001744
0.0033,0.0102,0.072505,0.428374,0.907799,0.0114,0.0079,0.0066,-0.008368,0.019511,0.062732
0.0111,0.0104,0.068705,0.431754,0.893877,0.0106,0.0078,-0.0074,0.004219,0.019441,0.0218
-0.0011,0.0107,0.068331,0.435146,0.875021,0.0105,0.0077,0.0032,0.004202,0.023343,0.027415
0.0019,0.0105,0.068892,0.453519,0.842566,0.0107,0.0075,0.0048,-0.008368,0.022233,0.02978
0.0021,0.0108,0.068994,0.472264,0.833725,0.0104,0.0075,0,0.004219,0.023643,0.020738
0.0052,0.011,0.070984,0.491379,0.796429,0.0099,0.0073,-0.0197,-0.008403,0.027176,0.050984
-0.0061,0.0107,0.068616,0.492153,0.791417,0.0108,0.0067,0.0098,-0.004237,0.027102,0.019703
0.0021,0.0112,0.068035,0.492919,0.784998,0.0102,0.0066,-0.0014,0,0.025492,0.019603
0.0008,0.0112,0.067944,0.493671,0.825528,0.0103,0.0066,0.0014,0.004255,0.029291,0.008185
0.003,0.0115,0.068248,0.486263,0.796497,0.0099,0.0063,-0.0038,0,0.026398,0.045887
0.0033,0.0116,0.065855,0.479195,0.761346,0.0097,0.0064,-0.0041,0.004237,0.028572,0.046902
-0.0025,0.0115,0.063898,0.472441,0.813447,0.0101,0.0066,0.0048,0.004219,0.030397,-0.054224
0.0055,0.0116,0.070284,0.478204,0.812321,0.0098,0.0067,0.0014,0.012605,0.030117,0.016981
0.0014,0.012,0.072123,0.483711,0.784341,0.0094,0.0062,0.0024,0.008299,0.029551,0.048063
-0.0072,0.013,0.072204,0.488971,0.751458,0.009,0.0057,0.0033,0.004115,0.025914,0.059466
-0.0048,0.0131,0.07078,0.498793,0.755966,0.0094,0.0055,0.004,0.008197,0.027341,0.005084
0.0035,0.0136,0.072879,0.508332,0.747364,0.0088,0.0055,0.0019,0.004065,0.02554,0.02243
0.0016,0.0134,0.075346,0.517606,0.722538,0.009,0.0053,0.0007,0.012146,0.031358,0.055425
0.0058,0.0134,0.07284,0.52409,0.683599,0.0087,0.0051,-0.0039,0.016,0.030045,0.065105
-0.0074,0.0136,0.069406,0.530588,0.674866,0.0092,0.005,0.003,0.011811,0.03112,0.014546
-0.0157,0.014,0.069725,0.537102,0.781395,0.0101,0.0045,-0.008,0.003891,0.032687,-0.017484
-0.0063,0.0147,0.071651,0.548925,0.749431,0.0101,0.0048,0.0054,0,0.032092,0.049108
-0.0069,0.0155,0.068955,0.561065,0.777889,0.0099,0.0051,0.0054,0.003876,0.030675,-0.029979
-0.0062,0.0145,0.072491,0.573529,0.800363,0.0114,0.0055,-0.0031,0,0.036341,-0.025848
0.0138,0.0156,0.073792,0.583649,0.753122,0.0096,0.0059,0.0067,0,0.032599,0.070935
0.0099,0.0162,0.068452,0.594314,0.718594,0.0084,0.0062,0.0015,0,0.030321,0.05022
-0.008,0.0163,0.065292,0.605578,0.716182,0.009,0.0062,0.0023,0.007722,0.0288,0.002868
0.001,0.0154,0.063772,0.596513,0.740233,0.01,0.0061,-0.0155,0.003831,0.029144,-0.013321
-0.0136,0.0156,0.063063,0.587282,0.743292,0.0108,0.006,0.0075,0.007634,0.031621,0.011388
-0.0061,0.0173,0.061626,0.577869,0.721316,0.0096,0.006,0.0119,0.003788,0.036151,0.041815
0.0028,0.0157,0.059459,0.582415,0.717426,0.0111,0.0061,0.0171,0,0.035151,0.017768
0.0014,0.0154,0.058686,0.587019,0.746693,0.0115,0.006,-0.0099,-0.007547,0.034872,-0.025241
0.0111,0.0159,0.061049,0.591667,0.751874,0.0104,0.0055,-0.0035,0,0.032094,0.052805
0.0171,0.0157,0.058679,0.60084,0.786399,0.0097,0.0057,-0.0175,0.003802,0.033231,-0.041423
-0.0033,0.0167,0.06175,0.610169,0.770518,0.009,0.0056,0.0064,0,0.032149,0.033698
0.0003,0.017,0.060771,0.619658,0.738715,0.0089,0.0056,0.0013,0.003788,0.027731,0.047832
-0.002,0.0181,0.058093,0.617897,0.72471,0.008,0.0055,0.0036,0.007547,0.027923,0.019129
-0.007,0.0183,0.057087,0.616148,0.73662,0.0084,0.0057,0.0133,0,0.028043,-0.005674
-0.013,0.0171,0.05793,0.614407,0.748679,0.0106,0.0057,0.0112,0,0.031038,-0.018085
0.0148,0.0174,0.058544,0.605339,0.752516,0.0095,0.0053,-0.0109,0,0.029927,0.00032
-0.0015,0.0185,0.058048,0.596366,0.714235,0.0087,0.0055,0.0123,0,0.02655,0.061382
-0.0086,0.0209,0.054949,0.5875,0.694073,0.007,0.0054,-0.0005,0,0.026535,0.038215
0.0012,0.0196,0.053067,0.585062,0.699175,0.0083,0.0049,-0.0092,-0.003745,0.025934,-0.006207
-0.0087,0.0197,0.05345,0.582645,0.712703,0.009,0.0046,0.0047,-0.003759,0.026515,-0.00754
-0.0088,0.0201,0.05444,0.580247,0.762497,0.0093,0.0045,0.0055,0.003774,0.024013,-0.022288
-0.0105,0.0219,0.055885,0.575303,0.776706,0.0084,0.0042,-0.0143,0,0.026293,-0.025308
-0.0148,0.0216,0.057541,0.570472,0.783752,0.0098,0.0044,0.0118,0.003759,0.027226,0.007401
0.0223,0.0211,0.057865,0.565737,0.795497,0.009,0.0046,-0.0114,0.003745,0.027462,-0.014266
0.0039,0.0204,0.058824,0.562748,0.774929,0.0097,0.0058,0.0138,0,0.026152,0.026314
-0.0008,0.0204,0.057374,0.559789,0.816936,0.0099,0.0061,-0.0077,0.003731,0.028087,-0.050101
0.0299,0.0179,0.060892,0.556863,0.808211,0.0105,0.0059,-0.0046,0,0.025877,0.002187
0.0074,0.0138,0.061242,0.563731,0.773721,0.0143,0.0066,0.0153,0.003717,0.024695,0.051046
-0.0049,0.0144,0.05868,0.570674,0.758432,0.0142,0.0064,-0.0024,-0.003704,0.025798,0.023763
0.0206,0.016,0.058562,0.577689,0.759701,0.0114,0.0061,-0.0034,0,0.024822,0.001713
0.0089,0.0118,0.058713,0.577281,0.729847,0.0173,0.0065,0.0035,0,0.023383,0.053486
0.024,0.0097,0.056109,0.57687,0.72452,0.0182,0.0066,-0.0042,0,0.022563,0.012916
0.0058,0.0103,0.056214,0.576471,0.804916,0.0175,0.0065,-0.0019,0,0.022093,0.03053
0.0104,0.0097,0.054318,0.568652,0.765039,0.0176,0.0062,-0.0138,-0.003717,0.020856,0.048358
-0.0087,0.0076,0.051545,0.560976,0.745977,0.0203,0.0059,0.0045,0.003731,0.018493,0.042777
0.0163,0.0064,0.049675,0.553435,0.732468,0.0208,0.0059,-0.01,0,0.018357,0.002467
0.0134,0.0072,0.049869,0.555275,0.702173,0.0194,0.0061,-0.0094,0,0.017707,0.058701
-0.0036,0.0092,0.047388,0.557105,0.727516,0.0177,0.0062,0.0054,0,0.017528,-0.025894
-0.001,0.0101,0.049279,0.558935,0.677745,0.017,0.0058,0.005,-0.003717,0.016884,0.0825
0.0006,0.0098,0.046219,0.557906,0.693758,0.0173,0.0059,0.0034,0,0.01758,-0.017867
-0.0025,0.0093,0.047875,0.556917,0.631642,0.0181,0.0056,0.005,0,0.014153,0.095774
0.0064,0.0115,0.044977,0.555957,0.60412,0.0157,0.0055,-0.0047,-0.003731,0.026993,0.054288
-0.0241,0.0122,0.042987,0.545884,0.597559,0.0164,0.0052,0.0144,0,0.026412,0.018076
-0.0078,0.0117,0.042406,0.536247,0.593148,0.0175,0.0054,0.0015,0,0.028045,0.013526
0.0087,0.0128,0.042437,0.527027,0.607762,0.016,0.0046,0.0005,0,0.027968,-0.002242
0.0001,0.0159,0.042737,0.513127,0.584988,0.0131,0.0048,-0.0002,0,0.02651,0.039843
0.0073,0.0145,0.041272,0.500002,0.586075,0.0142,0.0046,-0.0091,0,0.025419,0.006433
-0.0076,0.0141,0.041414,0.487578,0.551642,0.0152,0.0046,0.0105,0,0.025364,0.0813
-0.0102,0.016,0.038671,0.481783,0.534507,0.014,0.0046,0.0061,0.003745,0.02476,0.057646
0.0004,0.019,0.036841,0.476236,0.531847,0.0111,0.0045,-0.0042,0,0.026671,-0.000648
0.0073,0.0207,0.037517,0.47093,0.533625,0.0091,0.0046,0.0003,0.003731,0.025634,0.011286
0.0144,0.0223,0.037249,0.464763,0.547409,0.0069,0.0049,-0.0066,0,0.025101,-0.030468
-0.0045,0.0224,0.038577,0.458801,0.515251,0.0071,0.0048,0.0015,0,0.026034,0.087825
0.0037,0.0254,0.036036,0.453039,0.509828,0.0041,0.0047,0.0026,-0.003717,0.025245,-0.000309
0.0083,0.0241,0.036719,0.458372,0.528954,0.0051,0.0049,0.0021,0,0.026424,-0.035057
-0.0002,0.0232,0.038795,0.463636,0.514835,0.0061,0.005,0.0028,0,0.024165,0.041397
-0.0149,0.0225,0.038156,0.468835,0.531077,0.0078,0.005,0.0003,0,0.026695,0.070328
-0.0113,0.026,0.036166,0.479052,0.526622,0.0051,0.0044,-0.0002,0.003731,0.026214,-0.000637
0.0225,0.0261,0.036723,0.489441,0.56856,0.0038,0.0045,-0.0173,0.003717,0.029303,-0.058414
0.0027,0.0249,0.039823,0.5,0.551565,0.005,0.005,-0.0045,0.007407,0.025672,0.03891
-0.0209,0.0231,0.038606,0.510318,0.524903,0.0082,0.0052,0.0116,0.007353,0.024754,0.051427
-0.0187,0.026,0.036985,0.520913,0.541391,0.0065,0.005,-0.0021,-0.00365,0.023811,-0.032788
0.005,0.0284,0.038729,0.531792,0.57191,0.004,0.0051,-0.0038,0.003663,0.029362,-0.044022
-0.0054,0.029,0.039838,0.524687,0.566427,0.0039,0.0058,-0.0051,0.00365,0.029457,0.006619
-0.0057,0.0299,0.038906,0.517508,0.574897,0.0034,0.0055,-0.0069,0,0.027088,-0.001921
-0.0179,0.0321,0.038598,0.510264,0.544177,0.0024,0.0062,0.0097,0.003636,0.026149,0.036284
0.0346,0.0311,0.037212,0.509785,0.567243,0.0017,0.0072,-0.0149,0,0.027992,-0.040238
0.0025,0.031,0.03876,0.509304,0.584994,0.0018,0.008,0.0068,0.003623,0.030173,-0.024919
-0.0024,0.0308,0.039991,0.508824,0.599819,0.0023,0.0077,0.0074,0.00361,0.0266,0.023827
-0.0222,0.0307,0.03922,0.507827,0.576098,0.0038,0.0077,0.0156,0.003597,0.027421,0.046538
-0.0023,0.0306,0.037822,0.506836,0.564039,0.0042,0.0078,-0.0052,0.003584,0.028849,0.038734
-0.018,0.0329,0.036475,0.505848,0.565877,0.0032,0.0072,-0.0142,0.003571,0.030528,-0.000705
-0.0041,0.0316,0.036732,0.506304,0.560057,0.0049,0.0074,-0.0069,0.007117,0.032346,0.009747
0.0002,0.0337,0.036527,0.506757,0.588005,0.003,0.0072,-0.0011,0,0.035854,-0.048998
0.0076,0.0353,0.038921,0.507205,0.624151,0.0011,0.0081,0.0019,0,0.034363,-0.057879
-0.005,0.0358,0.041726,0.515033,0.645746,0.0011,0.0089,0.0073,0,0.03841,-0.038834
0.0533,0.0331,0.043351,0.523017,0.633072,0.0009,0.0101,-0.0222,0.003534,0.04099,0.023703
0.0307,0.0304,0.042905,0.531157,0.653676,0.0019,0.0122,0.0378,0,0.034873,-0.037422
-0.0084,0.0244,0.044594,0.541498,0.632861,0.0086,0.0123,0.0183,0.007042,0.029896,0.045518
0.01,0.0153,0.042606,0.552332,0.64739,0.0172,0.0107,-0.0108,0,0.027751,-0.014109
0.0102,0.013,0.04334,0.563694,0.668592,0.0191,0.0105,-0.0148,0.006993,0.028935,0.033052
0.0186,0.0113,0.041726,0.572205,0.655245,0.0198,0.0107,-0.0023,0.003472,0.027018,0.033511
0.0001,0.0091,0.040132,0.58111,0.645559,0.0222,0.0105,0.003,0,0.02287,0.021313
-0.016,0.0083,0.039238,0.590444,0.62466,0.0241,0.0098,0.0122,0,0.021437,0.027998
-0.0278,0.0091,0.03824,0.593822,0.593849,0.0252,0.0086,0.0125,0.00346,0.016934,0.04396
-0.0435,0.0169,0.03666,0.597238,0.587264,0.0202,0.0082,0.0115,-0.003448,0.015091,0.017999
-0.0117,0.0244,0.03623,0.600694,0.561371,0.0136,0.0078,0.0021,0,0.013983,0.050837
0.0138,0.0263,0.034692,0.602314,0.549869,0.0111,0.0081,-0.0031,0,0.012279,0.02737
0.012,0.0267,0.033963,0.603924,0.535823,0.0101,0.0078,-0.0015,0.00346,0.011535,0.028617
-0.0181,0.0277,0.033346,0.605536,0.511779,0.0105,0.0077,0.0123,-0.003448,0.023687,0.054112
-0.008,0.0282,0.031818,0.592803,0.502896,0.0126,0.0075,0.0052,0.00346,0.027736,0.006331
0.0117,0.027,0.031818,0.580679,0.494946,0.0132,0.0075,0.0009,-0.003448,0.027899,0.006711
0.0017,0.028,0.031944,0.569132,0.51686,0.0123,0.0072,-0.01,0,0.024984,0.003352
-0.0117,0.0295,0.032047,0.554055,0.498597,0.0119,0.0063,-0.0055,0.00346,0.024361,0.040054
-0.0005,0.0284,0.030966,0.539858,0.483077,0.0133,0.0059,-0.0109,0,0.025887,0.023631
0.001,0.0321,0.030504,0.526471,0.483219,0.0098,0.0058,0.0034,0.003448,0.026882,-0.000725
0.006,0.032,0.030728,0.526883,0.460823,0.0097,0.0061,0.0029,0.003436,0.027141,0.034504
-0.0041,0.0338,0.029802,0.527289,0.468084,0.0085,0.0066,-0.0027,0,0.028146,-0.011076
-0.0057,0.0404,0.030369,0.527697,0.492338,0.0025,0.0066,-0.0031,0.003425,0.030528,-0.043182
0.015,0.0405,0.031939,0.531708,0.480977,0.0016,0.0071,0.0015,0.003413,0.03102,0.012574
-0.0119,0.0415,0.031699,0.535749,0.471798,0.0017,0.007,0.0254,0,0.029722,0.018486
-0.0159,0.0449,0.0314,0.539823,0.457784,-0.0002,0.007,0.0063,0,0.022856,0.029627
0.0112,0.0435,0.031168,0.55064,0.499502,0.0006,0.0073,-0.0005,-0.003401,0.022116,-0.069933
0.0204,0.0396,0.034226,0.561454,0.493557,0.0033,0.0078,-0.0076,0.003413,0.024037,0.013922
0.0282,0.0331,0.034569,0.572271,0.549798,0.008,0.0076,-0.0091,0,0.025593,-0.012566
-0.017,0.0323,0.035116,0.580676,0.563404,0.0103,0.0075,0.0148,0.003401,0.025577,-0.016113
0.0152,0.0329,0.035804,0.589305,0.541966,0.0088,0.0082,-0.0173,0,0.024414,0.033513
0.0173,0.0246,0.034927,0.59816,0.529175,0.0161,0.0081,-0.0032,0.00339,0.02427,0.021802
0.0368,0.023,0.034259,0.597549,0.549673,0.0152,0.0081,-0.0111,0,0.025778,-0.022948
-0.0067,0.023,0.035129,0.596938,0.541542,0.016,0.008,0.0184,0,0.025196,0.031467
0.0075,0.0248,0.034235,0.59633,0.584342,0.0139,0.0076,-0.0138,0,0.028312,-0.058713
-0.0028,0.023,0.036435,0.59633,0.58412,0.0161,0.0081,0.0036,0.006757,0.027824,-0.001079
-0.0066,0.0237,0.036524,0.59633,0.56763,0.0162,0.0077,-0.0004,0,0.026034,0.046081
0.0279,0.0225,0.03511,0.59633,0.550423,0.0155,0.0075,-0.0175,0,0.022761,0.048839
-0.0107,0.0224,0.0335,0.606439,0.522987,0.018,0.0078,0.0255,0,0.021815,0.06432
0.02,0.0242,0.031456,0.61693,0.512023,0.015,0.008,0.001,0,0.01942,0.032838
-0.0037,0.0239,0.03058,0.627832,0.54668,0.0158,0.008,0.0008,0,0.022738,0.029345
0.0115,0.0229,0.029819,0.631922,0.545004,0.0162,0.0076,-0.0231,0,0.023259,0.004537
-0.0046,0.0229,0.029704,0.636066,0.530916,0.0168,0.0074,0.0095,0,0.022466,0.023553
-0.0075,0.0233,0.029147,0.640264,0.540821,0.0171,0.007,-0.0005,0,0.022482,-0.026673
0.0035,0.0224,0.030116,0.641054,0.524406,0.018,0.0068,0.0005,0.006711,0.02518,0.033795
-0.0038,0.0239,0.029259,0.64184,0.513793,0.0171,0.0066,0.002,-0.003333,0.025426,0.02473
0.0129,0.0228,0.028794,0.642623,0.527517,0.0175,0.0067,0.0015,0.003344,0.024963,-0.018674
0.0071,0.023,0.029672,0.639397,0.525486,0.017,0.0071,0.0056,0,0.025836,0.028175
-0.002,0.0248,0.029146,0.636268,0.512611,0.0156,0.0072,0.0048,0,0.025571,0.045226
-0.0125,0.026,0.028323,0.633229,0.505922,0.0155,0.0068,0.0099,0,0.022324,0.004696
-0.0014,0.0272,0.028325,0.623591,0.528429,0.0147,0.0066,0.0094,0,0.024721,-0.037356
0.0103,0.0273,0.029537,0.614299,0.522421,0.0141,0.0065,-0.0051,0.003333,0.028783,0.020592
0.0253,0.0272,0.02916,0.605341,0.545725,0.0126,0.0065,-0.0102,0,0.024075,-0.003842
0.0082,0.0273,0.029427,0.601373,0.579863,0.0121,0.0069,0.006,0.003322,0.025152,-0.061743
0.0046,0.0269,0.031473,0.597477,0.628994,0.0124,0.0072,-0.0046,0,0.027722,-0.079847
-0.0076,0.0273,0.034546,0.59366,0.687357,0.0128,0.0074,0.005,0,0.026455,-0.080669
-0.0109,0.0292,0.037747,0.592169,0.645226,0.012,0.0071,0.0094,0.003311,0.030486,0.065203
0.0187,0.0282,0.035606,0.590692,0.63331,0.0119,0.0071,-0.0044,0,0.029329,0.021669
0.0061,0.0278,0.035183,0.589235,0.666344,0.012,0.0071,0.0028,0.0033,0.030602,-0.048816
0.0084,0.0274,0.037261,0.586207,0.654153,0.0121,0.0071,-0.0016,0,0.028095,0.008313
0.0021,0.0283,0.037391,0.583256,0.594178,0.0113,0.0071,0.0041,0,0.024811,0.108268
0.0035,0.0287,0.034211,0.580381,0.591627,0.0108,0.0068,-0.0012,0,0.019968,0.015534
-0.0001,0.0291,0.033862,0.580092,0.564985,0.0107,0.007,0.006,0,0.017136,0.050367
0.0008,0.0292,0.032377,0.5798,0.581953,0.0108,0.007,0.0015,0,0.013237,-0.024189
0.0009,0.0289,0.033442,0.579515,0.587529,0.0112,0.0069,0.0017,0.003289,0.01438,0.036581
-0.0012,0.029,0.032547,0.577266,0.558729,0.0115,0.0066,-0.0039,0,0.015199,0.04907
0.0023,0.0293,0.03128,0.575064,0.551612,0.0113,0.0063,0.0025,0,0.014649,0.019674
0.0019,0.0299,0.031073,0.572917,0.567282,0.0108,0.0061,0.0024,0.003279,0.018263,-0.018605
0.0031,0.0318,0.031762,0.567869,0.576622,0.0089,0.0058,-0.0003,0.003268,0.009319,-0.001821
0.0021,0.0332,0.031921,0.562926,0.549827,0.0076,0.0054,0.0014,0,0.00952,0.053466
0.0004,0.0338,0.030483,0.558081,0.547224,0.0072,0.0053,-0.0027,0,0.010313,-0.010402
-0.0026,0.0345,0.031148,0.561138,0.530964,0.007,0.0051,0.0075,0.003257,0.01028,0.034825
0.0051,0.0352,0.030491,0.564168,0.534296,0.0062,0.0051,-0.0036,0,0.006013,-0.004487
-0.0006,0.0352,0.031135,0.567164,0.525591,0.0065,0.005,-0.0028,0.003247,0.008955,0.026065
-0.0014,0.0352,0.030614,0.563831,0.510607,0.0069,0.0044,0.0101,0,0.014294,0.027391
-0.0011,0.0353,0.030028,0.56058,0.501162,0.0071,0.0047,0.0065,0,0.017408,0.017015
0.0037,0.0354,0.029949,0.557416,0.523675,0.007,0.0045,-0.0099,0,0.017783,0.017232
0.0047,0.0347,0.029712,0.554768,0.525303,0.0076,0.0045,-0.0007,0,0.020768,0.006192
0.005,0.0348,0.029742,0.55218,0.519036,0.0074,0.0044,0.0007,0,0.021179,0.016815
0.0069,0.0348,0.029613,0.549654,0.512207,0.0071,0.0044,-0.0021,0.003236,0.020503,0.018084
0.0008,0.0346,0.029379,0.548362,0.506361,0.0075,0.0043,0.0044,0.003226,0.021313,0.01891
0.002,0.035,0.029094,0.547099,0.507943,0.0073,0.0041,0.0017,-0.003215,0.020697,-0.011621
0.005,0.0353,0.029818,0.545861,0.486537,0.0068,0.004,-0.0029,0.003226,0.020403,0.030399
0.0043,0.0357,0.029223,0.547071,0.487813,0.0064,0.0039,0.0007,0,0.020116,0.008745
0.0017,0.0364,0.029225,0.548269,0.486504,0.0058,0.0038,-0.0021,0.003215,0.019167,0.001598
0.003,0.0384,0.029614,0.549451,0.487227,0.0039,0.0037,0.0058,0,0.023095,0.005228
0.004,0.0381,0.029695,0.547897,0.471723,0.0041,0.0037,0.0041,0,0.017904,0.034791
0.0014,0.0393,0.028933,0.546368,0.471399,0.0031,0.0037,-0.0005,0,0.014823,0.003746
0.0054,0.0393,0.029166,0.544872,0.46949,0.0029,0.0036,-0.0042,0.003205,0.019134,-0.012213
0.0036,0.0393,0.029828,0.542958,0.452559,0.0029,0.0037,-0.0015,0.003195,0.014723,0.035612
0.0018,0.0389,0.029065,0.541086,0.454664,0.0034,0.0037,-0.0026,0,0.016245,-0.003122
0.0047,0.038,0.029518,0.539256,0.480859,0.0043,0.0039,-0.0044,0.006369,0.017551,-0.04688
0.0022,0.0384,0.031225,0.537517,0.473382,0.004,0.004,-0.0003,0,0.015627,0.014486
-0.0013,0.0384,0.031007,0.53581,0.467361,0.0044,0.0039,0.0007,0,0.015601,0.02756
-0.0034,0.0392,0.030515,0.534137,0.448537,0.0041,0.0039,0.0019,0,0.016895,0.033366
0.0027,0.0403,0.029791,0.530693,0.434421,0.003,0.0037,0.0019,0.003165,0.017464,0.028812
-0.0062,0.0409,0.029214,0.527344,0.440895,0.0032,0.0035,0.0005,0,0.020762,-0.003821
-0.0078,0.0438,0.029691,0.524085,0.430638,0.0012,0.0034,-0.0071,0.003155,0.020838,0.010349
-0.0104,0.0459,0.029644,0.522901,0.424398,-0.0002,0.0032,0.0126,0,0.020279,0.005705
-0.025,0.0465,0.029716,0.521739,0.438496,0.0012,0.0034,0.0137,0.006289,0.020026,-0.01275
0.0296,0.0459,0.030476,0.520599,0.490176,0.0001,0.004,-0.0355,0.003125,0.016788,-0.023041
-0.0063,0.0462,0.031342,0.519827,0.485498,0.0005,0.0045,0.0076,0.006231,0.015636,0.022158
-0.0059,0.0464,0.030895,0.519065,0.512742,0.0009,0.005,0.0033,0,0.015946,-0.04914
-0.0016,0.045,0.032857,0.518315,0.520975,0.0027,0.0051,0.0046,0.003096,0.017123,-0.01438
-0.0037,0.048,0.033632,0.520389,0.534943,0.0002,0.0052,-0.0061,0.003086,0.018641,-0.012129
-0.0206,0.0496,0.03433,0.522452,0.574955,0.0003,0.0052,-0.0053,0.006154,0.02147,-0.07165
0.0332,0.0537,0.037484,0.524501,0.585492,-0.0057,0.006,-0.0254,0,0.016984,-0.006244
0.0228,0.0535,0.037661,0.522027,0.561661,-0.0068,0.0069,0.0033,0.006116,0.015184,0.048333
-0.0148,0.0532,0.035869,0.519567,0.572645,-0.0052,0.0078,0.0128,0,0.01755,0.011223
0.0413,0.0496,0.035674,0.517117,0.576945,-0.0041,0.0079,-0.0212,0,0.017208,0.000326
0.0154,0.0472,0.035852,0.522054,0.533363,-0.0024,0.0077,0.0296,0,0.015698,0.079215
-0.0221,0.0456,0.033368,0.527052,0.540048,0.0009,0.0079,0.002,0,0.017701,0.007514
0.0198,0.0426,0.033418,0.53211,0.549551,0.0029,0.0072,-0.0081,0.00304,0.014921,0.041137
-0.0291,0.0384,0.032151,0.536044,0.530517,0.0093,0.0072,0.022,0.00303,0.015046,0.043371
-0.0039,0.036,0.030848,0.540037,0.558201,0.0122,0.0072,-0.0215,0.003021,0.011464,-0.04681
-0.0312,0.0354,0.032555,0.54409,0.553205,0.0153,0.0071,0.0089,0.003012,0.010153,0.019319
0.0068,0.0421,0.032068,0.546367,0.526298,0.0084,0.0068,-0.0027,0.003003,0.006687,0.046454
-0.0084,0.0427,0.030748,0.54865,0.528021,0.0087,0.0071,0.0077,0.002994,0.005841,-0.006824
-0.0004,0.0442,0.031183,0.550943,0.513565,0.0075,0.0075,0.0098,0.002985,0.0056,0.033815
-0.04,0.0456,0.030193,0.549906,0.540955,0.0093,0.007,0.0119,0.002976,0.003715,-0.027448
-0.0196,0.0473,0.031097,0.548872,0.543383,0.0094,0.0065,-0.0076,0.002967,0.002773,0.006435
0.0192,0.0497,0.031064,0.547842,0.525792,0.0059,0.0074,-0.0065,0.002959,0.014361,0.027079
0.0328,0.05,0.030372,0.545962,0.556302,0.0036,0.0067,0.0033,0.0059,0.012854,-0.041875
-0.0033,0.0498,0.031873,0.544109,0.566211,0.0044,0.007,0.007,0.002933,0.010451,-0.0269
-0.0212,0.0517,0.033013,0.542279,0.56681,0.0043,0.0074,0.0015,0.002924,0.012677,0.009696
0.0227,0.0538,0.032853,0.540425,0.522352,0.0009,0.0076,-0.0179,0.002915,0.00814,0.084092
0.0043,0.0566,0.030502,0.538601,0.530033,-0.0019,0.0076,-0.0011,0.002907,0.010647,0.016374
0.023,0.0552,0.0303,0.536804,0.530742,-0.0018,0.0079,-0.0108,0.005797,0.01209,0.009916
0.0289,0.0531,0.03016,0.536309,0.539638,-0.0014,0.0074,0.0052,0.005764,0.013886,-0.017444
-0.0003,0.0509,0.030864,0.535821,0.531802,0.0011,0.008,0.0209,0.002865,0.018035,0.016415
-0.0102,0.0519,0.030649,0.535336,0.509195,0.0012,0.0082,0.0049,0.002857,0.018287,0.039351
-0.0132,0.0535,0.029642,0.534543,0.50032,0.0008,0.0075,-0.0028,0.005698,0.01941,0.008587
-0.0269,0.0545,0.029559,0.53376,0.483717,0.0021,0.0082,0.0043,0.002833,0.021189,0.05358
-0.0363,0.0596,0.028329,0.532986,0.504901,0.0002,0.0078,0.013,0.002825,0.031961,-0.040826
-0.0206,0.0614,0.029655,0.532872,0.503673,0.0003,0.0073,0.0345,0.002817,0.036524,-0.007547
0.0042,0.0612,0.029997,0.532759,0.526397,0.0006,0.0064,-0.0202,0.005618,0.041317,-0.042321
0.001,0.0602,0.031591,0.532646,0.55704,0.0018,0.0066,-0.021,0.00838,0.039508,0.034847
0.0427,0.0611,0.030637,0.533753,0.548422,-0.0018,0.0065,-0.0092,0.00554,0.044291,0.022771
-0.049,0.0604,0.03009,0.534857,0.555804,0.0031,0.0073,0.0263,0.002755,0.044006,0.003854
0.0214,0.0644,0.030253,0.535959,0.596777,-0.0021,0.0072,-0.0179,0.005495,0.045153,-0.054357
0.0079,0.07,0.032102,0.535572,0.639018,-0.0079,0.0076,-0.0074,0.005464,0.051161,-0.058632
-0.0069,0.0698,0.03423,0.535187,0.622789,-0.0068,0.0089,0.0049,0.005435,0.046915,0.045728
-0.0531,0.0709,0.032981,0.534805,0.640888,-0.0032,0.0091,0.0287,0.002703,0.048391,-0.023941
0.0365,0.07,0.033863,0.538724,0.608769,-0.0047,0.0089,-0.0238,0.005391,0.04863,0.0469
-0.0243,0.0724,0.032463,0.542694,0.641512,-0.0048,0.009,-0.0228,0.005362,0.047904,-0.029152
-0.0068,0.0782,0.033685,0.546713,0.651082,-0.0095,0.0093,-0.0066,0.005333,0.034274,-0.016922
-0.0021,0.0787,0.034362,0.552065,0.700347,-0.0094,0.0095,0.0162,0.002653,0.034473,-0.075398
0.0587,0.0713,0.037246,0.557512,0.670148,-0.0062,0.0085,-0.0186,0.005291,0.035855,0.059521
